200,392,404,316,500,164
432,129,392,47,344,200
200,164,389,11,74,186
200,74,104,150,202,456
164,200,11,181,389,426
200,441,177,392,50,11
200,186,328,47,500,164
200,11,324,392,135,500
135,226,150,200,392,181
200,97,389,8,372,135
200,409,20,199,500,164
200,392,500,97,135,164
150,451,164,199,200,3
200,8,135,12,465,389
200,135,316,47,392,199
200,175,500,328,164,150
117,461,250,424,200,501
97,278,27,200,392,327
200,392,389,500,73,398
133,199,327,264,328,164
200,97,177,369,445,101
200,392,135,327,316,12
200,389,327,279,115,404
200,391,150,392,500,335
200,441,177,392,50,11
200,150,316,129,339,406
164,11,389,52,192,81
392,200,500,199,324,364
200,404,505,316,92,500
200,316,335,135,392,465
200,3,316,39,404,389
199,200,389,139,228,150
200,500,9,441,164,392
200,351,392,177,168,316
200,250,117,392,169,7
391,216,335,175,461,200
200,392,250,500,316,456
200,500,392,74,339,316
200,82,164,186,316,135
186,11,403,200,389,456
200,392,275,404,164,199
200,500,122,375,135,335
392,200,124,329,328,74
200,500,129,247,389,404
129,432,499,47,392,200
200,150,328,500,316,499
200,500,250,418,428,456
392,362,200,451,422,95
200,279,395,186,404,74
62,200,324,47,25,11
156,200,500,275,404,150
328,164,129,439,351,389
200,441,177,392,50,11
200,328,74,404,199,391
200,461,391,364,322,456
200,392,254,351,500,474
200,422,186,500,316,351
328,465,392,37,97,104
200,500,391,404,164,316
200,441,177,392,50,11
200,392,12,39,374,47
200,328,199,261,164,389
200,392,364,97,199,186
200,392,135,500,316,82
200,392,74,150,500,199
200,328,392,37,324,41
200,392,456,95,74,59
47,499,282,432,296,169
200,441,177,392,50,11
82,189,316,339,11,247
200,404,12,389,135,150
275,391,200,500,351,456
47,438,200,164,312,500
200,74,123,404,199,48
392,404,200,250,129,150
200,328,97,186,140,456
129,391,47,110,92,392
200,500,392,316,456,351
200,135,316,8,391,422
200,47,164,351,135,316
47,406,392,25,200,169
200,327,96,257,135,351
44,429,136,391,3,120
200,97,339,392,404,500
392,391,133,456,322,319
200,392,324,391,186,387
402,200,380,150,316,474
11,389,164,300,200,199
402,200,135,392,316,47
404,200,150,122,465,31
200,316,338,70,392,247
200,324,364,212,328,392
200,316,161,500,494,3
200,36,129,316,7,59
200,441,177,392,50,11
263,389,200,150,164,129
200,441,177,392,50,11
328,122,375,500,316,200
391,200,392,422,316,458
404,164,200,312,389,335
200,392,82,125,500,351
200,133,287,150,202,397
200,351,392,456,500,316
200,164,398,324,406,364
200,441,177,392,50,11
216,97,484,120,391,164
200,97,335,500,465,445
200,441,177,392,50,11
404,11,200,500,316,129
95,164,200,500,392,456
200,441,177,392,50,11
200,47,500,351,162,392
432,391,200,268,392,389
200,335,500,199,316,328
200,500,456,199,307,406
200,389,199,398,372,38
200,408,500,164,392,186
404,392,200,324,135,398
47,311,135,200,328,316
392,328,135,199,274,200
200,441,177,392,50,11
200,328,392,389,369,391
391,200,60,392,202,150
200,316,25,500,392,135
200,441,177,392,50,11
200,392,12,164,39,316
392,200,328,351,135,482
404,200,316,135,47,129
212,31,263,150,85,408
200,364,150,327,316,59
200,150,500,164,74,250
47,200,422,392,199,97
328,451,177,164,370,247
200,392,500,95,150,327
392,200,391,328,186,428
200,316,322,11,392,135
392,3,140,200,164,364
500,226,323,422,76,113
200,150,392,135,11,406
500,351,200,328,25,135
200,164,392,95,324,456
200,500,164,81,199,275
328,199,200,47,74,465
200,39,387,482,500,247
200,156,316,11,199,392
200,392,402,499,432,328
164,328,200,392,404,11
200,199,328,500,392,47
200,328,392,432,500,316
47,186,195,392,200,107
391,200,12,432,459,156
164,389,11,3,441,479
200,60,409,129,250,474
200,150,177,129,122,90
200,199,404,392,324,500
153,200,181,494,316,402
200,392,250,500,402,439
156,500,200,324,351,391
200,325,129,316,135,199
402,316,432,200,499,155
200,441,177,392,50,11
404,135,316,500,351,11
200,328,97,164,392,150
26,299,362,250,200,404
47,164,316,200,392,402
200,500,181,392,406,164
200,150,61,74,336,333
200,404,441,500,297,392
9,200,500,135,316,185
200,392,150,353,74,433
165,174,494,327,392,432
200,156,500,389,351,279
175,59,392,200,316,461
200,164,312,500,307,41
61,387,435,200,404,186
200,199,392,500,279,268
250,500,200,135,404,402
200,344,76,392,48,135
200,135,351,316,168,402
215,500,200,392,461,404
200,150,129,250,328,404
200,164,199,328,404,335
25,122,11,404,186,413
11,200,500,164,39,48
200,97,392,125,250,115
200,461,150,26,392,250
200,272,328,39,164,150
124,82,16,392,404,200
404,164,328,200,199,392
200,404,500,316,37,129
200,150,500,328,242,3
392,377,432,200,404,97
186,150,200,328,82,439
200,392,135,129,316,351
200,392,461,316,250,429
404,200,150,18,500,316
200,417,500,41,351,316
499,338,200,494,181,395
150,200,143,164,461,217
328,324,456,186,500,95
200,456,391,500,97,392
404,392,465,200,150,456
432,331,328,335,199,441
200,164,429,456,324,354
432,500,150,156,316,391
200,461,413,359,421,500
200,500,95,364,250,150
200,192,135,25,351,164
200,456,392,135,500,391
200,398,500,402,328,169
404,135,406,402,441,90
216,391,219,329,338,307
465,97,200,303,95,392
200,441,177,392,50,11
200,74,392,90,404,26
328,432,122,242,226,124
200,11,389,254,392,404
200,441,177,392,50,11
499,82,200,398,199,186
200,164,456,218,212,199
3,90,164,200,342,41
200,392,150,456,74,474
500,364,200,95,316,402
200,392,404,181,199,328
200,441,177,392,50,11
200,150,392,500,61,432
175,82,226,261,200,164
200,392,500,459,441,458
345,491,247,307,117,200
200,164,328,461,389,82
200,282,263,12,47,432
200,20,316,391,328,208
200,500,135,351,129,247
200,392,461,250,500,316
200,328,164,129,456,39
47,200,169,500,181,199
200,392,47,181,79,500
200,186,406,500,164,247
150,391,25,200,129,370
150,97,369,272,435,200
200,74,316,392,500,181
328,97,391,200,369,202
392,200,316,500,164,175
11,164,389,52,200,324
482,392,47,200,316,500
264,237,432,200,74,404
200,456,461,74,374,26
200,392,95,327,324,472
200,324,164,144,392,351
200,275,220,263,417,500
200,500,351,199,60,39
164,429,328,441,489,200
391,389,200,316,335,164
47,317,411,181,200,406
200,389,150,404,339,135
200,441,177,392,50,11
122,432,85,200,500,335
200,500,432,316,458,369
439,254,164,250,150,426
392,200,461,339,95,474
200,392,391,339,461,500
200,391,129,316,74,177
104,200,392,500,158,456
200,150,129,500,60,406
164,200,324,199,307,327
200,461,97,328,392,316
200,199,219,500,11,432
404,432,164,3,200,316
200,328,199,74,115,123
11,404,164,439,199,500
268,303,461,47,200,228
200,164,247,199,500,316
200,441,177,392,50,11
200,47,181,500,135,406
500,47,200,445,316,169
200,325,174,253,392,129
200,500,316,11,199,164
200,392,135,500,406,150
404,200,351,129,500,432
200,199,500,181,351,135
150,435,500,321,200,61
200,177,74,95,307,3
392,150,328,200,500,164
200,122,461,392,12,199
200,500,129,199,328,293
200,392,97,226,500,186
200,441,177,392,50,11
369,200,316,500,328,135
200,150,135,500,351,327
200,37,369,115,97,335
200,441,177,392,50,11
200,316,500,392,459,456
307,398,328,200,184,164
200,392,316,328,115,247
200,500,3,335,389,328
200,186,494,365,500,392
391,129,200,37,392,226
200,328,500,387,339,456
26,268,247,456,18,200
200,432,392,164,150,351
328,324,199,164,12,391
200,441,177,392,50,11
200,441,177,392,50,11
200,97,117,316,392,135
122,200,459,82,303,456
200,392,74,150,97,500
200,47,453,135,351,332
333,351,200,150,135,439
404,200,389,432,169,456
391,142,200,500,164,392
11,164,389,181,392,200
200,421,316,135,322,12
200,47,316,406,499,469
200,39,364,500,150,335
47,200,316,500,406,199
200,172,115,392,328,351
261,135,164,30,11,125
391,439,200,392,3,435
164,3,41,389,404,200
328,110,200,392,316,391
456,164,150,428,200,328
328,316,200,351,180,185
125,200,45,316,392,47
392,200,404,328,150,97
200,316,113,391,500,328
200,441,177,392,50,11
200,316,500,150,328,339
200,129,402,404,316,351
74,250,150,200,456,129
391,398,199,316,200,406
200,199,164,226,479,316
200,150,389,328,199,164
234,222,375,395,445,200
200,441,177,392,50,11
47,432,200,53,391,406
279,39,247,135,200,391
200,250,150,392,61,339
200,186,404,441,74,82
464,275,309,189,335,251
404,316,135,500,200,47
200,441,177,392,50,11
200,150,85,199,500,74
200,164,461,389,328,500
250,69,92,39,200,328
200,440,500,164,422,392
200,155,247,500,164,451
404,200,324,500,297,245
200,406,164,316,312,331
200,199,135,150,60,181
74,200,500,164,199,250
97,200,303,39,36,465
200,441,177,392,50,11
200,47,74,3,268,351
200,186,499,392,500,150
200,47,328,150,199,129
122,404,200,177,316,456
200,392,97,316,250,328
391,9,392,500,200,164
200,328,226,124,482,123
200,441,177,392,50,11
129,200,500,316,392,47
328,242,47,432,279,200
122,164,200,135,375,316
47,200,392,328,60,9
39,164,282,328,181,426
200,456,392,324,150,333
200,150,500,328,456,395
375,41,200,389,164,445
392,200,456,439,404,364
335,39,30,311,398,200
404,164,389,328,307,316
200,500,316,217,392,135
