200,392,404,164,316,186
200,432,150,456,164,392
200,164,74,389,11,392
200,150,456,392,328,74
164,200,11,47,392,150
392,200,328,150,404,391
200,47,186,328,392,164
200,11,392,164,324,404
150,392,226,200,465,404
200,97,392,456,328,150
200,391,164,328,324,199
200,392,500,97,164,74
164,150,200,392,199,3
200,404,186,456,328,164
200,392,164,199,316,456
200,500,392,404,164,199
392,461,250,200,328,150
97,200,392,74,150,404
392,200,328,389,164,186
328,200,392,164,172,186
200,97,328,316,392,369
200,392,97,164,327,456
200,392,389,164,456,328
391,150,200,392,247,328
200,392,328,391,404,186
200,150,392,328,500,186
164,200,11,392,404,150
392,200,199,500,328,324
392,200,316,404,135,456
200,328,392,316,97,335
200,392,150,97,456,328
199,200,150,164,328,11
200,392,164,500,316,150
200,316,392,97,82,164
200,328,97,465,392,117
200,392,391,328,461,135
392,200,250,328,150,456
200,392,74,500,150,97
200,82,186,316,172,164
11,186,97,392,389,82
200,392,404,150,97,164
200,392,150,199,456,135
392,200,74,328,391,164
200,392,150,164,500,456
392,432,200,328,47,164
200,328,150,500,164,97
200,500,392,456,97,150
392,200,97,199,164,461
200,186,392,279,164,316
200,392,164,97,150,456
200,392,500,150,328,404
328,164,47,307,200,177
200,392,150,328,404,391
164,328,200,74,199,392
200,392,150,456,461,404
200,392,328,97,150,474
200,392,456,199,164,500
392,97,328,324,369,465
391,200,500,164,404,461
200,392,328,186,150,404
200,392,39,316,150,47
328,200,392,199,150,164
200,392,199,186,97,150
200,392,97,82,500,328
200,392,74,150,97,456
328,392,200,164,324,150
164,392,200,74,456,95
47,200,432,186,499,164
392,186,200,328,150,404
82,200,316,328,11,392
200,392,164,199,82,12
391,200,392,150,164,328
47,150,200,74,164,392
200,74,82,324,392,186
200,392,404,250,150,74
200,186,328,97,456,392
391,200,129,392,328,164
392,328,200,456,150,74
200,392,150,135,328,404
200,392,135,328,164,186
47,200,328,164,392,316
200,392,257,327,135,351
200,392,164,186,328,500
200,97,404,392,339,95
392,391,456,200,328,150
200,392,186,391,324,129
150,200,164,500,129,392
11,164,200,186,391,392
200,402,392,404,328,150
150,404,200,392,164,456
200,150,392,164,404,456
200,328,461,364,324,97
200,316,150,392,456,328
200,47,392,328,164,150
392,186,328,200,97,404
200,150,164,328,392,199
392,328,200,150,404,391
328,200,392,316,164,391
200,392,328,391,97,82
164,404,200,392,199,328
200,392,461,199,328,164
200,150,82,392,391,133
200,392,328,500,150,97
200,164,150,392,324,199
392,200,150,328,404,391
97,392,164,216,11,391
97,404,200,328,335,465
200,328,150,392,186,391
11,404,200,164,328,392
200,150,328,392,95,456
200,392,328,391,150,186
200,47,392,164,351,404
432,391,200,392,456,199
200,328,456,500,392,199
200,456,392,500,150,199
200,392,199,164,186,328
200,164,97,456,392,351
404,392,200,74,164,97
47,186,200,150,392,500
392,328,199,200,135,432
200,392,328,150,404,97
328,392,391,200,164,150
391,200,150,392,328,47
200,392,500,404,316,164
200,328,150,97,164,74
200,392,164,500,150,328
392,200,328,351,164,150
404,392,164,200,47,135
150,200,392,212,456,328
200,150,364,392,456,316
200,97,150,392,164,500
47,200,328,164,97,392
328,150,164,215,392,451
392,200,95,328,500,150
200,328,97,392,391,150
200,392,150,164,316,199
392,200,164,150,328,97
226,328,76,200,500,199
200,150,392,461,456,74
328,200,164,404,392,150
164,97,200,95,324,186
200,392,500,150,456,328
328,200,47,199,432,392
200,392,150,482,461,164
200,392,279,97,328,186
200,392,432,97,150,186
392,328,164,200,404,150
200,47,328,199,392,500
200,392,328,391,97,199
186,200,392,47,97,328
200,392,391,328,164,150
11,164,200,392,389,186
200,164,150,432,392,404
150,177,129,200,392,164
200,392,404,500,150,199
200,494,150,392,47,186
392,200,250,150,461,328
461,200,392,95,164,324
200,392,328,316,164,150
200,316,150,186,392,461
392,200,328,150,391,404
