200,392,404,316,476,135
432,129,200,186,316,392
164,200,74,389,11,316
200,150,74,456,104,26
200,164,404,11,93,426
200,441,177,392,50,11
200,47,344,328,335,392
200,324,12,11,444,164
226,150,135,392,200,120
200,97,500,372,392,135
409,20,324,391,200,164
200,500,97,212,392,181
451,164,3,150,200,391
200,465,12,186,456,404
200,135,316,500,26,199
200,500,175,135,316,392
250,117,461,424,200,392
97,27,327,395,278,200
389,200,73,392,372,398
327,199,133,264,328,164
200,97,177,369,101,445
200,392,135,239,500,316
200,389,279,316,500,135
391,200,150,500,247,364
200,441,177,392,50,11
200,150,392,500,351,316
164,11,200,389,186,335
392,200,500,324,364,199
200,316,92,500,444,351
200,316,135,97,335,392
200,279,398,500,391,406
199,200,392,404,164,306
200,500,441,9,164,316
200,199,456,392,135,459
117,250,7,169,328,200
391,216,328,192,335,175
200,392,250,316,428,500
200,500,392,74,396,269
200,82,199,124,164,392
186,403,11,82,257,316
200,392,404,500,199,135
200,316,500,339,380,404
392,200,328,312,74,133
200,129,500,297,247,392
432,129,392,499,200,247
200,150,328,500,499,186
500,200,250,135,428,286
392,200,362,328,95,500
200,186,494,316,279,392
62,200,47,324,39,392
156,275,500,200,391,404
328,47,164,389,307,351
200,441,177,392,50,11
200,164,391,404,199,157
200,391,461,364,115,392
200,392,474,192,254,351
200,422,316,500,456,181
328,392,97,351,324,104
200,500,391,404,164,150
200,441,177,392,50,11
200,12,392,39,374,297
200,328,199,261,389,500
200,392,97,199,500,47
200,135,392,82,97,316
200,392,500,74,12,150
200,328,324,392,250,97
200,95,3,74,164,456
47,499,282,200,500,402
200,441,177,392,50,11
11,82,189,339,316,247
200,12,316,135,389,404
275,391,200,316,129,60
47,74,150,200,164,438
200,74,123,324,82,164
200,392,404,250,474,456
200,97,456,322,328,186
391,129,47,200,110,60
392,200,328,500,250,351
200,8,316,135,500,47
200,47,129,135,351,406
47,406,164,200,313,116
200,327,257,135,351,43
44,219,200,316,135,391
200,97,339,404,95,499
391,392,200,157,456,322
200,324,387,186,129,93
380,316,402,474,476,295
11,200,389,300,392,422
402,200,135,316,392,199
404,150,200,313,31,456
200,316,474,338,327,456
200,364,324,212,500,328
200,316,161,500,404,442
47,200,445,7,164,36
200,441,177,392,50,11
389,263,200,164,150,304
200,441,177,392,50,11
328,122,375,200,316,381
392,200,135,404,458,316
164,404,328,312,77,200
200,82,392,125,74,47
200,397,260,287,82,133
200,351,500,316,81,135
200,164,398,500,324,389
200,441,177,392,50,11
97,216,484,120,164,307
200,97,445,500,465,335
200,441,177,392,50,11
404,11,415,316,324,200
95,200,164,150,328,392
200,441,177,392,50,11
200,47,150,316,421,162
432,391,200,392,456,265
200,500,335,199,328,456
200,500,456,77,307,406
200,389,199,398,372,392
200,408,164,135,316,392
404,392,135,200,500,164
47,311,135,391,200,386
392,200,328,199,135,156
200,441,177,392,50,11
177,369,200,389,328,374
