200,392,404,316,476,135
432,129,186,200,392,316
164,200,74,389,11,316
150,200,74,456,104,164
200,164,404,11,389,93
200,441,177,392,50,11
200,47,328,344,392,324
200,324,11,12,444,164
226,135,150,392,391,200
200,97,500,372,199,8
409,20,324,391,200,164
200,500,97,212,392,181
451,164,3,150,200,391
200,465,12,186,456,404
200,135,316,500,26,199
200,500,175,135,316,392
250,117,461,424,200,392
97,27,327,395,404,278
389,200,392,73,372,484
327,164,328,199,133,264
200,97,177,369,101,445
200,392,135,239,500,316
200,389,316,135,279,392
200,500,150,391,247,324
200,441,177,392,50,11
200,150,500,218,392,181
164,11,389,186,200,458
392,200,500,364,324,199
200,316,444,500,92,351
200,316,135,97,335,392
200,279,398,500,391,129
199,200,404,164,392,306
200,500,441,9,164,250
200,199,456,135,392,339
117,250,7,169,328,200
391,216,328,192,335,175
200,392,250,316,428,500
200,500,392,74,396,269
200,82,124,164,392,199
186,403,11,82,257,200
200,392,404,135,316,500
200,144,372,339,380,316
392,200,328,312,74,133
200,129,500,297,247,392
432,129,392,499,200,247
200,150,328,500,499,186
500,200,250,428,286,135
392,200,362,328,95,500
200,186,316,494,279,392
62,200,47,324,39,11
500,200,156,275,135,404
47,328,389,164,307,351
200,441,177,392,50,11
200,164,391,404,199,135
200,461,391,364,392,322
200,392,474,192,254,351
200,422,316,500,181,296
328,104,97,120,465,392
200,500,391,404,95,164
200,441,177,392,50,11
200,12,374,392,39,297
200,328,199,389,261,3
200,392,97,199,500,47
200,135,82,392,97,500
200,392,500,74,12,150
200,328,324,392,250,37
200,95,3,164,74,456
47,499,200,282,500,402
200,441,177,392,50,11
11,82,189,339,316,88
200,12,316,404,389,135
275,391,200,316,129,216
47,74,150,200,129,438
200,74,123,324,82,164
200,392,404,250,456,474
200,97,456,322,328,186
391,129,47,200,110,60
392,200,328,500,250,316
200,8,316,135,456,404
200,47,129,135,351,406
47,406,164,200,313,116
200,327,135,257,351,81
44,219,200,316,135,164
200,97,339,95,404,392
391,157,200,392,456,322
200,129,324,186,387,93
380,316,402,200,474,476
11,200,389,300,392,422
402,200,135,316,392,297
