194260,"[200, 500, 181]"
90629,"[424, 250, 117, 461]"
75586,"[200, 177, 97, 445, 369]"
86727,"[473, 370, 391, 150, 247]"
5,"[200, 9, 500]"
8,"[169, 117, 7]"
138156,"[135, 200, 172, 82, 345, 316]"
86701,"[129, 164, 7, 328, 47, 177, 307, 117, 439, 122, 351]"
90655,"[392, 200, 474]"
35713,"[97, 482, 324, 37, 465, 392, 41, 172, 142, 369, 328, 140, 120, 217, 376, 104, 26, 27, 264, 351]"
39627,"[39, 200, 297, 12, 374, 315]"
63961,"[200, 392, 82, 135]"
112801,"[456, 74, 95]"
63959,"[88, 339, 82, 11, 316]"
251316,"[257, 327, 135, 200, 43, 81, 351]"
138197,"[200, 97, 339]"
39602,"[322, 133, 391, 456, 496, 392, 181, 90, 157, 319]"
63944,"[186, 387, 324, 93]"
194207,"[200, 212, 364]"
251348,"[257, 258, 36, 134, 7, 200, 47, 168, 59]"
39615,"[129, 242, 164, 389, 263]"
63956,"[202, 287, 260, 397, 133]"
138183,"[216, 97, 484, 120]"
10986,"[97, 327, 200, 199, 335, 465, 404, 342, 247, 500, 303, 445]"
251369,"[200, 307, 77]"
251367,"[135, 392, 199, 328, 274, 156]"
145631,"[408, 212, 85, 31]"
22595,"[97, 164, 456, 74, 367, 200, 150, 250, 90, 415]"
112826,"[451, 164, 37, 43, 143, 177, 370, 215, 185, 380, 261]"
35737,"[226, 323, 422, 76, 48, 113, 500]"
63981,"[97, 226, 164, 199, 200, 364, 171, 140, 324, 464, 441, 345, 26, 189, 95]"
112814,"[392, 164, 328, 429, 465, 402, 404, 88]"
112818,"[328, 422, 391, 200, 135, 500, 47, 432, 392, 404, 148, 250, 316, 415]"
86785,"[129, 70, 177, 117, 150, 122, 61, 63]"
145611,"[500, 156, 351]"
128403,"[97, 322, 164, 200, 46, 328]"
86757,"[392, 433, 61, 353]"
128426,"[162, 451, 164, 389, 327, 328, 324, 199, 428, 461, 335, 392, 274, 404, 212, 253]"
112866,"[37, 395, 82, 404, 500, 124, 351]"
39687,"[3, 200, 328, 242, 339, 500, 150, 471, 441]"
22540,"[200, 461, 135]"
112857,"[97, 324, 37, 327, 328, 391, 461, 200, 82, 500, 456, 408, 39, 92]"
286679,"[392, 135, 200, 335, 456, 500]"
286680,"[200, 90, 74, 205]"
128331,"[226, 328, 432, 168, 242, 88, 122, 124]"
82237,"[200, 11, 389]"
68018,"[90, 3, 164]"
76920,"[199, 392, 74, 456, 472, 200]"
31438,"[200, 500, 364, 135]"
128347,"[420, 200, 268, 432, 150, 250, 61]"
35689,"[97, 484, 164, 165, 200, 364, 461, 142, 77, 328, 82, 217, 221]"
68003,"[282, 12, 263]"
286651,"[129, 351, 181, 135]"
76902,"[392, 316, 164, 500, 175]"
145693,"[163, 200, 74, 461, 456, 117, 374, 407, 26, 95]"
172085,"[472, 200, 324, 327]"
331270,"[328, 441, 164, 429, 489]"
31460,"[200, 461, 392, 339, 474, 95]"
128369,"[200, 74, 316]"
172017,"[199, 426, 327, 52, 27, 254]"
68057,"[11, 439, 199]"
286620,"[200, 164, 351]"
286626,"[181, 406, 47]"
128379,"[200, 325, 174]"
172023,"[200, 129, 404, 500]"
255806,"[200, 389, 199]"
172029,"[200, 307, 74, 3]"
286612,"[97, 226, 392, 200, 500, 186]"
331288,"[200, 3, 500]"
128390,"[200, 328, 339, 500, 387]"
255825,"[200, 97, 117]"
331229,"[3, 164, 391, 200, 268, 142, 392, 439, 441]"
10917,"[11, 52, 389]"
75503,"[37, 328, 172, 200, 115, 88]"
304516,"[404, 461, 150, 335]"
68082,"[129, 135, 200, 168, 402, 316, 351]"
68084,"[97, 322, 164, 389, 39, 200, 7, 461, 93, 77, 181, 150, 135, 316, 157, 199]"
331247,"[234, 395, 445, 222, 375]"
270361,"[439, 39, 247, 207, 432, 279, 135]"
270365,"[200, 250, 61, 247]"
76975,"[335, 464, 275, 309, 251, 189]"
187574,"[69, 39, 139, 142, 250, 92]"
255867,"[451, 39, 200, 432, 181, 247, 155, 29, 117]"
331255,"[124, 404, 297]"
76982,"[47, 3, 268, 351]"
76983,"[200, 186, 499]"
304574,"[482, 200, 458, 328, 251, 124]"
76958,"[122, 164, 135]"
82284,"[282, 426, 164, 181, 39]"
304566,"[408, 404, 234, 164, 116]"
120114,"[129, 359, 200, 88, 61, 351]"
138208,"[402, 181, 271]"
194185,"[456, 200, 181]"
82276,"[200, 25, 445, 406]"
82278,"[200, 500, 351]"
286699,"[226, 404, 181, 150]"
138222,"[34, 323, 263, 328, 199, 82, 52, 441]"
187530,"[200, 432, 37, 335]"
82267,"[129, 324, 150, 177, 392, 81, 351, 374, 250, 95, 31]"
304543,"[328, 93, 200, 402, 307, 500, 221, 63]"
120132,"[392, 200, 371, 484]"
286686,"[200, 11, 60, 461]"
75535,"[25, 307, 175, 59, 95]"
76944,"[97, 129, 392, 200, 500, 181, 439, 116, 60, 95]"
187727,"[129, 200, 234, 499, 403, 445, 351]"
90541,"[441, 82, 415]"
90544,"[200, 328, 242, 500]"
75688,"[392, 201, 60, 389, 261]"
90529,"[392, 164, 485, 47]"
138252,"[392, 351, 135, 158, 391]"
