10999,[200]
75592,[432]
75598,"[74, 11, 164, 389]"
22526,"[200, 104, 74]"
75597,"[164, 93]"
120161,[200]
138135,"[11, 324]"
10990,"[226, 150, 135]"
194262,[200]
208560,"[409, 20]"
194260,[200]
120153,"[451, 150]"
138128,"[465, 12]"
138129,"[200, 175]"
90629,"[424, 250, 117, 461]"
75584,"[73, 389]"
86720,"[264, 327, 133, 199]"
75586,"[97, 101, 369, 200, 177, 445]"
90623,"[200, 392, 239]"
120174,"[200, 389]"
86727,"[473, 370, 391, 150, 247]"
138121,[200]
86723,[164]
120168,[392]
194253,[200]
194256,[199]
5,"[200, 9, 500]"
138116,[200]
8,"[169, 250, 117, 7]"
90657,"[392, 200, 250, 428, 316]"
120183,"[200, 500]"
138156,"[200, 82]"
138157,"[186, 403]"
63901,[200]
208580,"[392, 329, 124]"
120178,"[200, 129, 297]"
194241,"[432, 129, 499]"
208581,"[200, 500, 150, 351]"
90647,"[392, 362]"
90646,"[200, 186]"
120192,"[156, 500]"
86701,"[352, 129, 164, 389, 7, 328, 47, 177, 307, 117, 439, 122, 351]"
138148,[200]
63905,"[461, 391]"
90655,"[392, 200]"
63967,"[200, 422]"
35713,"[97, 482, 324, 37, 465, 392, 41, 172, 142, 369, 328, 140, 120, 217, 376, 104, 27, 264, 351]"
138175,"[200, 500]"
39627,"[39, 200, 297, 12, 374, 315]"
35719,[200]
270270,"[392, 482]"
63961,"[200, 392, 82, 135]"
208518,"[392, 200]"
270274,"[200, 41, 324, 37, 328]"
112801,"[456, 74, 95]"
251323,"[499, 47]"
63959,"[11, 82, 339, 247, 88, 26, 316, 189]"
138167,[275]
39639,[47]
63973,"[200, 74, 123]"
35709,"[392, 404]"
63970,"[456, 97, 186, 140, 328]"
35703,"[129, 391]"
270265,"[456, 328, 392, 500, 250, 316, 351]"
194215,"[200, 316, 135]"
251313,"[129, 351, 327, 243, 47]"
208510,"[406, 47]"
251316,"[96, 257, 327, 135, 200, 43, 81, 351]"
138197,"[200, 97, 339]"
39602,"[322, 133, 391, 456, 496, 392, 90, 157, 319]"
63944,"[186, 387, 324, 93]"
39603,"[295, 380, 476, 402, 474, 316]"
90612,"[11, 389]"
138195,"[313, 404, 150, 214, 31]"
39609,"[338, 70, 247]"
194207,"[200, 364, 324, 212]"
208547,[161]
251348,"[200, 168, 59, 36, 7]"
39615,"[389, 263]"
90609,"[328, 316, 381, 375]"
63951,"[200, 392, 316]"
270289,"[404, 164]"
63956,"[202, 287, 260, 397, 133]"
208527,"[200, 351]"
208529,[164]
138183,"[216, 97, 484, 120]"
10986,"[97, 327, 200, 335, 465, 500, 342, 303, 445]"
90610,[404]
208536,"[164, 95]"
251339,"[162, 47]"
251337,"[432, 391]"
39661,"[200, 500, 335]"
251369,"[200, 307, 77]"
251362,[404]
251367,"[135, 392, 199, 328, 274, 156]"
35755,"[389, 369, 429, 374, 177]"
35754,"[60, 391]"
251350,"[200, 12]"
251352,"[129, 482, 135, 328, 392, 351]"
145631,"[408, 212, 85, 31]"
22599,"[200, 364]"
22595,"[97, 164, 456, 74, 367, 200, 150, 250, 90, 415]"
172129,"[422, 47]"
112826,"[451, 164, 37, 328, 43, 143, 177, 370, 247, 185, 380, 215, 261]"
112829,"[392, 500]"
172125,"[392, 428, 391]"
172124,[200]
35737,"[226, 323, 422, 76, 113, 500]"
35736,"[386, 406, 327, 200, 11, 150, 135]"
63981,"[97, 226, 164, 199, 200, 364, 171, 140, 324, 464, 392, 172, 456, 441, 312, 345, 26, 189, 95]"
35730,"[200, 500]"
145601,"[328, 74, 199]"
22588,[200]
63988,[200]
35732,[200]
112814,"[392, 164, 261, 328, 11, 12, 429, 465, 402, 404, 88]"
22570,"[200, 328, 500, 199]"
112818,"[391, 392, 135, 500, 432, 328, 404, 148, 316]"
172112,[47]
251373,"[164, 389]"
112811,"[409, 60]"
86785,"[129, 70, 200, 61, 177, 117, 150, 122, 90, 63]"
145615,"[200, 404]"
145616,[153]
63995,"[392, 200, 250]"
145611,"[500, 156, 351]"
35720,[325]
39655,[404]
128403,"[97, 322, 164, 200, 46, 328]"
128405,"[362, 299]"
145665,[200]
35796,"[200, 333, 336, 31, 61, 351]"
86754,[404]
86757,"[392, 433, 61, 353]"
35795,"[327, 165, 494, 174]"
145668,[156]
86751,[175]
112890,"[312, 164]"
22569,"[435, 387, 61]"
112877,"[164, 199, 200, 268, 371, 279, 252]"
251394,[250]
251395,"[200, 344]"
90677,[200]
251397,"[500, 215]"
112873,"[129, 81, 328, 74, 200, 147, 150]"
145676,"[164, 328, 335, 200, 404, 122]"
22555,"[25, 122, 11]"
68105,"[200, 97]"
86765,"[200, 250, 461, 150]"
86764,"[200, 272]"
128426,"[164, 389, 327, 328, 199, 428, 461, 335, 392, 274, 404, 253]"
112866,"[37, 395, 82, 404, 500, 124, 351]"
39687,"[3, 200, 328, 242, 339, 500, 150]"
39686,"[432, 392, 377]"
39681,[186]
22540,"[200, 461, 135]"
22548,"[41, 417]"
128430,[338]
112870,"[324, 328, 335, 456, 500, 186, 95]"
112857,"[391, 456, 327, 461, 500, 92]"
35760,"[392, 404]"
145658,"[432, 331]"
86748,"[354, 164, 135, 456, 429, 25]"
22538,[432]
22536,"[413, 359]"
22537,"[200, 95]"
145659,[200]
286679,"[456, 200, 135]"
31420,"[200, 398]"
82247,[404]
82242,[216]
68023,"[465, 97]"
286680,"[200, 90, 74, 205]"
128331,"[226, 328, 432, 168, 242, 88, 122, 124]"
82237,"[200, 11, 389, 254]"
128336,"[82, 499, 398]"
82233,"[456, 200, 218, 212]"
68018,"[90, 3, 164]"
76920,"[97, 37, 199, 392, 74, 110, 369, 456, 150, 471, 472, 474, 123, 200, 95]"
31438,"[500, 364]"
68012,"[392, 404]"
128347,"[420, 200, 268, 150, 250, 61]"
31400,"[82, 175]"
128343,"[200, 500, 445]"
286659,"[491, 307, 117, 247, 345, 415]"
35689,"[160, 97, 484, 164, 165, 39, 200, 364, 461, 142, 77, 328, 82, 217, 221]"
68003,"[282, 12, 263]"
35684,[200]
286651,"[129, 351, 181, 135]"
304592,"[200, 392, 250, 461]"
112898,"[129, 164, 39, 200, 328, 150]"
304594,[47]
304593,"[200, 392]"
172090,[200]
172091,[150]
286644,"[272, 369, 435]"
145684,"[200, 74]"
145685,"[328, 97, 391, 104, 202, 157, 369, 106]"
76902,"[392, 316, 164, 500, 175]"
35697,"[264, 237]"
145693,"[163, 200, 74, 461, 456, 117, 374, 407, 26, 95]"
172085,"[472, 200, 324, 327]"
82208,"[144, 200, 164, 324]"
172089,"[200, 275, 220]"
286630,[200]
331270,"[328, 441, 164, 429, 489]"
31468,"[335, 316, 406, 391]"
187598,[47]
31469,[200]
286637,"[122, 85]"
82200,"[200, 500]"
82203,"[254, 439]"
31460,"[200, 461, 392, 339, 474, 95]"
128369,"[200, 177, 74, 316, 391]"
331267,"[129, 150]"
172017,"[164, 327, 426, 199, 113, 307, 52, 324, 27, 254, 415]"
331265,"[97, 202, 316, 461]"
68060,"[200, 199]"
172018,[404]
187584,"[328, 74]"
68057,"[11, 439]"
286620,"[200, 351, 164, 247]"
286626,"[181, 406, 47]"
128373,"[169, 316, 445]"
128379,"[200, 325, 174]"
286628,"[316, 11, 135, 239]"
172025,"[327, 200, 135, 364, 500, 247, 351]"
172023,[200]
255806,"[200, 389]"
68056,"[435, 150]"
172029,"[3, 200, 74, 177, 307, 95]"
172027,"[37, 455, 392, 391, 335, 242, 500, 150]"
22499,[200]
286612,"[97, 226, 392, 200, 500, 186]"
286618,[369]
286614,"[200, 150]"
22491,"[200, 316]"
22494,"[392, 316]"
331288,[200]
286601,[200]
68038,"[129, 391]"
128390,"[200, 328, 339, 500, 387]"
68039,"[456, 18, 268, 26, 247]"
31450,"[386, 392, 333, 432, 150, 351]"
255825,"[200, 97, 117]"
255831,"[97, 392, 74, 200, 306, 406, 439]"
331221,"[200, 332, 47]"
187560,"[333, 351]"
255836,"[404, 389]"
331229,"[142, 391]"
10917,"[11, 52, 389]"
10919,[47]
76993,"[364, 39]"
304527,[47]
75503,"[115, 172]"
255841,"[261, 30, 135]"
331237,"[391, 439]"
255848,[428]
304519,"[328, 185, 491]"
304516,"[97, 391, 392, 234, 461, 335, 404, 150]"
75513,"[200, 113, 316]"
68083,[200]
68082,"[129, 135, 200, 168, 402, 316, 351]"
194195,"[129, 443, 456, 74, 144, 150, 250, 123]"
331246,[391]
194194,"[199, 164, 479]"
68084,"[129, 389, 7, 150, 157, 415, 164, 39, 135, 29, 328, 181, 312, 316, 322, 199, 200, 461, 77, 90, 93, 97]"
331247,"[234, 395, 445, 222, 375]"
120106,"[199, 391, 47]"
270361,"[39, 135, 247, 279]"
270365,"[200, 250, 61]"
304506,"[441, 74, 404, 490, 186]"
76975,"[335, 464, 275, 309, 251, 189]"
187572,[85]
187573,[200]
187574,"[250, 92, 69, 39]"
10941,"[200, 440, 422]"
255867,"[155, 247]"
331255,"[324, 124, 404, 245, 374, 297, 60]"
255865,[200]
68071,[199]
255868,"[74, 164]"
10932,"[97, 303, 36, 39]"
76982,"[3, 74, 268, 303, 47, 351]"
76983,"[200, 186, 499]"
68079,[122]
187566,"[392, 97, 250, 316, 429]"
172098,[9]
304574,"[482, 123, 200, 458, 226, 328, 251, 124]"
120126,"[328, 242]"
76958,"[122, 164, 135]"
270307,"[328, 9, 60, 47]"
82284,"[282, 426, 164, 181, 39]"
82281,"[456, 324, 333, 150]"
76951,[200]
304566,[404]
194187,"[200, 217]"
120111,[257]
194183,"[200, 245, 422]"
255888,"[392, 200]"
120114,"[129, 359, 200, 88, 61, 351]"
138208,"[402, 181, 271]"
194185,"[456, 200, 181]"
194190,[200]
82273,"[500, 389, 150, 351]"
82276,"[406, 200, 499, 374, 25, 445]"
194192,[465]
187502,[200]
82278,"[200, 500, 351]"
304556,"[406, 47]"
331202,[25]
286699,"[226, 404, 181, 150]"
138223,[372]
138222,"[34, 323, 263, 328, 199, 82, 52, 441]"
270322,"[200, 389]"
138225,[200]
120152,"[90, 187, 164]"
270326,[351]
187530,"[200, 37, 335]"
82267,"[351, 250, 95, 324, 31]"
10905,[328]
187538,[200]
304543,"[328, 93, 200, 402, 307, 500, 221, 63]"
120139,"[34, 500]"
120137,"[12, 391]"
120136,[200]
286691,[200]
120132,"[392, 200, 371, 484]"
286686,"[200, 11, 60, 461, 406]"
75535,"[328, 428, 205, 175, 307, 25, 59, 95]"
270333,"[328, 441, 164, 37, 200, 41, 247, 333, 110, 112, 177, 115, 117, 150, 471, 345, 92]"
76944,"[97, 129, 392, 200, 500, 181, 439, 116, 60, 95]"
270335,"[456, 130, 150, 47]"
138234,[59]
270337,[432]
286683,[200]
82254,"[200, 164, 245, 445]"
194170,[200]
76940,"[200, 494, 391]"
138274,[402]
187722,[47]
187723,"[200, 392, 461, 415]"
75695,[200]
187727,"[129, 234, 403, 499, 445, 351]"
187729,"[200, 181]"
90541,"[369, 200, 335, 465, 82, 182, 441, 415]"
90544,"[200, 328, 242, 115, 500, 408]"
138262,"[328, 441]"
75688,"[261, 485, 392, 201, 60, 389]"
187731,"[135, 316, 459, 391]"
75686,[164]
90529,"[392, 164, 485, 47]"
251411,[404]
251417,"[464, 441, 253, 415]"
251415,"[200, 253]"
208691,"[328, 164]"
138252,"[392, 351, 135, 158, 391]"
10873,[324]
187706,"[456, 200]"
187708,"[328, 164, 172]"
90514,"[59, 404]"
90522,[408]
208687,"[307, 172, 37]"
208686,"[129, 392, 417, 200, 265, 458, 461, 369, 500, 406, 279, 221, 351]"
120032,"[328, 465, 392, 172, 47, 104, 95]"
251407,"[200, 465, 82, 97, 303]"
138249,"[60, 59, 316, 97]"
120033,"[392, 97]"
194144,"[164, 389]"
86605,"[312, 186, 263]"
39715,"[328, 200]"
138241,"[328, 242]"
39716,"[3, 324, 199, 456, 391, 116, 254]"
10888,[200]
208677,"[441, 3, 164]"
90511,[200]
90510,[200]
255799,"[90, 324]"
255797,[391]
120045,"[74, 39]"
120043,"[226, 389, 200, 459, 386, 351]"
138237,"[135, 200, 7, 82, 309, 441, 186, 316]"
10859,"[323, 140, 37]"
35818,"[328, 429, 404, 374, 281, 186]"
35819,"[432, 164, 389]"
10850,"[389, 3, 76, 261, 365]"
35810,[200]
35811,[200]
112905,[200]
251466,"[324, 199, 328, 107, 104, 391, 92, 221]"
251467,"[389, 327, 456, 200, 404, 316]"
208666,"[3, 389, 359, 456, 500, 150, 439, 408, 377, 31]"
76897,"[200, 404]"
76896,"[200, 116, 39]"
35802,[3]
39736,"[200, 97, 392, 212, 461]"
39732,"[130, 404, 426]"
35800,"[200, 74, 500]"
251455,"[500, 150, 479]"
251453,"[200, 97, 39]"
208656,[432]
35839,[200]
138292,[200]
138294,"[200, 129, 404]"
270391,[328]
270392,"[386, 391]"
10836,"[404, 439, 500, 205, 95]"
270395,"[90, 164]"
304717,"[328, 74, 500, 404, 250, 351]"
10838,"[200, 169]"
39743,[200]
251447,[392]
39742,[482]
194100,"[328, 429]"
208643,"[392, 97, 186, 402, 455]"
194107,[200]
251445,"[150, 143]"
10846,"[164, 391, 202, 11, 335, 432, 245, 216]"
138283,"[324, 164, 60, 47]"
208628,"[160, 97, 75, 268, 370, 150, 215, 247]"
120097,"[200, 3, 135]"
35823,"[96, 257, 392, 459, 328, 200, 107, 364, 8, 144, 81, 387, 500, 181, 150, 439, 372, 415]"
120095,"[135, 200, 364, 82, 500, 312, 316]"
10841,"[82, 395, 47]"
39751,"[200, 164]"
112915,[122]
251433,"[129, 456, 81, 392, 74, 139, 463, 120, 242, 307, 117, 150, 88, 377, 186, 200, 189, 351]"
304732,"[456, 25, 322, 200]"
304730,"[456, 97, 250, 48]"
208632,"[11, 389, 142]"
128502,"[316, 404]"
286809,[340]
208621,[200]
112944,"[432, 402, 82]"
39760,"[184, 500]"
172248,[200]
22462,"[60, 391]"
22465,"[432, 402, 60, 279]"
22466,"[441, 323, 164, 389]"
208615,"[425, 324]"
251498,"[352, 70, 135, 499, 404, 181, 281]"
251497,"[194, 227, 47]"
172230,"[375, 404, 181, 231]"
251494,[200]
208612,"[164, 389]"
112936,"[200, 129]"
172239,[404]
172235,"[456, 424, 501]"
22451,"[129, 324, 37, 97, 104, 392, 26, 200, 250, 264]"
35842,[117]
22456,[391]
39776,[200]
208606,"[97, 37, 392, 142, 81, 404, 116, 200]"
86662,[429]
251487,[177]
172223,"[480, 313]"
22480,"[404, 500]"
39780,"[200, 465, 117]"
35877,"[312, 25, 428, 445]"
145505,"[135, 200, 245, 406, 186, 253]"
86673,"[328, 392, 402, 210]"
286829,[402]
251476,[261]
39794,"[12, 186, 500, 39]"
172217,"[328, 500, 172, 391]"
35865,[200]
35866,"[456, 404, 242, 500, 150]"
35861,"[129, 229, 200, 369, 339, 95]"
86689,"[59, 11, 500]"
86687,"[200, 186]"
35868,"[164, 404]"
286835,"[392, 404]"
86608,"[387, 228, 199, 110, 52, 500, 351]"
172208,"[81, 4, 351]"
172202,"[420, 456, 200, 339, 500, 150, 61]"
128547,"[200, 41, 74, 364, 495, 81, 340, 500, 239]"
90583,"[105, 370, 47]"
112987,"[328, 129, 39, 424, 177, 299, 168, 120, 250, 200]"
86611,"[228, 37, 200, 172, 335, 328, 221, 307, 500, 472, 189, 413, 186, 316, 93]"
35894,"[81, 387, 439]"
145520,"[200, 82]"
90573,"[443, 356]"
112977,[164]
86625,"[324, 200, 328, 500, 150, 25, 474, 61]"
86629,"[164, 200, 364, 140, 335, 279, 428]"
35887,"[122, 77]"
35888,"[200, 392, 250, 129]"
128529,"[392, 200]"
90562,"[122, 307, 77]"
90560,"[200, 49, 461, 189]"
128531,"[46, 247]"
22449,"[432, 97, 316, 200, 465]"
22440,"[364, 263]"
145548,[4]
145561,"[328, 404, 333, 463]"
145560,"[196, 328, 74, 172, 397, 115, 439, 122, 316, 287]"
128514,"[200, 392]"
128513,[263]
128522,"[200, 500, 422]"
128523,"[435, 404, 439]"
22433,"[186, 389]"
86647,[200]
86645,"[432, 129, 351]"
270400,[122]
145577,[186]
286776,"[200, 242, 364]"
270405,[164]
35,[200]
82343,"[200, 129]"
82344,"[456, 74, 247, 77, 177, 150, 279, 95]"
128468,"[418, 182, 88, 52, 181, 374, 120, 189]"
128463,"[200, 398]"
270407,[311]
270409,[226]
286766,"[200, 97]"
82331,"[328, 456, 140, 74, 428, 200, 392, 242, 115, 212, 406, 408, 500, 250, 60]"
270414,"[200, 500]"
128475,"[456, 61, 150, 175]"
29,"[186, 421, 391]"
82362,"[432, 115, 500]"
31309,"[193, 199, 200, 74, 328, 274, 52, 181]"
31305,"[402, 316]"
331190,"[59, 461, 263]"
128441,"[82, 375]"
16,[261]
82367,"[392, 113, 482, 200]"
11,"[129, 324, 37, 135, 364, 177, 115, 148]"
172176,[200]
172179,"[458, 181]"
31319,"[200, 328, 242, 323]"
82353,"[216, 432]"
286787,[200]
31317,"[226, 11]"
76802,[391]
128452,"[392, 200, 386, 456, 97]"
82355,"[328, 316, 418, 172, 389]"
249908,[438]
172187,[200]
172183,"[48, 172, 11, 316, 200]"
145592,"[200, 499, 60, 279]"
331199,"[200, 7, 389, 502, 142]"
286738,"[200, 59, 250, 499, 95]"
286739,"[432, 392]"
77,"[192, 47]"
286734,"[200, 456, 150, 369]"
31324,"[226, 200, 265, 303, 82, 404, 245]"
82305,"[41, 322, 150, 369]"
31329,"[392, 74, 364, 45, 200, 316]"
249916,[200]
331169,"[200, 456, 150, 182]"
172159,[200]
22370,[200]
249912,[200]
87,[200]
172156,"[448, 200, 172, 398, 335, 369, 182, 441, 104]"
68,"[97, 324, 74, 140, 95, 316, 351]"
31332,"[441, 392, 387, 200, 74, 272, 456, 82, 500, 181, 247, 25]"
172171,"[392, 402, 387]"
86692,"[200, 245]"
331181,"[404, 181]"
31337,"[97, 324, 406, 456, 175, 370, 150, 247, 60, 61]"
31338,"[200, 39]"
331178,[404]
249923,"[200, 392, 422, 47]"
172163,"[200, 60, 245]"
70,[417]
255708,"[432, 39]"
73,"[200, 306]"
128485,[404]
56,"[387, 37, 392, 364, 200, 150, 250]"
82323,[392]
22397,"[441, 164]"
331153,"[417, 164, 202, 14, 413, 409, 220, 189, 159]"
22398,"[200, 364, 392, 500]"
286750,"[389, 429, 77, 147, 117, 316, 181]"
22399,"[324, 316, 364]"
31347,[200]
31348,"[200, 500]"
249938,[11]
22392,"[199, 200, 202, 304, 82, 500]"
64,"[328, 237]"
60,[200]
82316,"[200, 307, 3, 164, 45]"
48,"[200, 389]"
