[(0, 4216),
 (1, 2655),
 (2, 3074),
 (3, 3208),
 (4, 2878),
 (5, 2699),
 (6, 2582),
 (7, 2380),
 (8, 2065),
 (9, 1977),
 (10, 1764),
 (11, 1613),
 (12, 1503),
 (13, 1345),
 (14, 1253),
 (15, 1061),
 (16, 1026),
 (17, 971),
 (18, 892),
 (19, 779),
 (20, 744),
 (21, 696),
 (22, 616),
 (23, 606),
 (24, 548),
 (25, 502),
 (26, 474),
 (27, 463),
 (28, 392),
 (29, 375),
 (30, 334),
 (31, 352),
 (32, 299),
 (33, 290),
 (34, 273),
 (35, 215),
 (36, 216),
 (37, 185),
 (38, 188),
 (39, 190),
 (40, 174),
 (41, 153),
 (42, 134),
 (43, 136),
 (44, 126),
 (45, 139),
 (46, 117),
 (47, 111),
 (48, 98),
 (49, 117),
 (50, 86),
 (51, 91),
 (52, 86),
 (53, 78),
 (54, 78),
 (55, 68),
 (56, 60),
 (57, 70),
 (58, 63),
 (59, 49),
 (60, 42),
 (61, 53),
 (62, 39),
 (63, 48),
 (64, 29),
 (65, 42),
 (66, 42),
 (67, 28),
 (68, 28),
 (69, 24),
 (70, 24),
 (71, 31),
 (72, 23),
 (73, 24),
 (74, 33),
 (75, 24),
 (76, 27),
 (77, 16),
 (78, 14),
 (79, 17),
 (80, 13),
 (81, 20),
 (82, 13),
 (83, 15),
 (84, 17),
 (85, 10),
 (86, 17),
 (87, 6),
 (88, 17),
 (89, 11),
 (90, 9),
 (91, 18),
 (92, 16),
 (93, 8),
 (94, 7),
 (95, 7),
 (96, 9),
 (97, 7),
 (98, 4),
 (99, 9),
 (100, 2),
 (101, 5),
 (102, 2),
 (103, 8),
 (104, 4),
 (105, 8),
 (106, 5),
 (107, 6),
 (108, 3),
 (109, 5),
 (110, 2),
 (111, 3),
 (112, 6),
 (113, 1),
 (114, 3),
 (115, 4),
 (116, 2),
 (117, 2),
 (118, 2),
 (119, 2),
 (120, 3),
 (121, 2),
 (122, 5),
 (123, 3),
 (124, 1),
 (125, 1),
 (127, 3),
 (129, 1),
 (130, 1),
 (131, 4),
 (132, 1),
 (133, 2),
 (135, 3),
 (136, 2),
 (137, 2),
 (138, 2),
 (139, 2),
 (140, 2),
 (141, 2),
 (143, 1),
 (144, 4),
 (145, 2),
 (146, 3),
 (148, 1),
 (149, 1),
 (151, 2),
 (152, 2),
 (153, 1),
 (154, 1),
 (155, 1),
 (157, 2),
 (158, 2),
 (159, 1),
 (160, 1),
 (161, 1),
 (166, 1),
 (169, 1),
 (170, 1),
 (172, 3),
 (173, 1),
 (176, 1),
 (185, 1),
 (200, 1),
 (207, 1),
 (221, 1),
 (226, 1),
 (240, 1),
 (246, 1),
 (278, 1),
 (487, 1)]
