200,404,392,316,500,164
432,129,186,392,200,500
164,389,74,11,200,392
200,150,74,104,328,202
200,164,404,11,426,389
200,441,177,392,50,11
200,47,328,324,164,415
200,11,324,12,392,316
150,135,226,392,200,164
200,97,372,135,351,392
409,20,200,324,391,328
200,500,135,392,181,97
150,164,451,3,200,389
200,12,404,8,456,186
200,135,316,47,392,48
200,175,500,316,135,392
117,461,250,424,200,392
97,327,278,200,392,395
200,389,73,392,406,500
199,327,264,133,328,164
200,97,177,369,445,101
200,392,327,316,239,12
200,389,135,500,279,461
391,150,200,247,473,335
200,441,177,392,50,11
200,500,150,406,181,95
164,11,389,200,316,391
392,200,199,500,324,364
200,500,92,316,351,444
200,316,135,97,392,335
200,129,351,3,500,316
199,200,164,392,389,428
200,500,164,9,441,115
200,199,316,456,135,392
117,250,169,7,200,328
391,216,200,335,402,175
392,200,250,316,428,500
200,500,392,74,316,324
200,82,164,135,316,186
186,11,403,200,389,413
200,392,404,164,316,500
200,500,316,322,135,335
392,200,124,164,328,329
200,129,500,247,297,316
432,129,392,499,200,47
200,150,500,328,316,351
200,500,250,428,286,115
392,362,200,500,351,150
200,279,186,395,494,316
62,47,200,324,456,20
156,200,275,500,404,402
164,328,47,389,307,177
200,441,177,392,50,11
200,328,404,199,316,391
200,391,461,322,47,500
200,392,474,254,500,192
200,316,186,422,500,181
392,465,328,369,120,104
200,500,391,164,404,392
200,441,177,392,50,11
200,392,39,374,186,12
200,328,261,199,500,364
200,392,199,95,150,74
200,392,500,316,135,97
200,392,74,500,150,12
200,328,392,324,37,500
200,95,74,456,164,392
47,499,200,282,402,500
200,441,177,392,50,11
82,11,189,316,88,339
200,12,389,135,404,327
275,391,200,253,316,181
47,438,200,316,500,312
200,74,123,186,82,324
392,200,404,250,129,199
200,97,456,500,328,74
391,129,47,200,110,392
392,200,500,316,328,456
200,135,316,8,500,199
200,135,351,47,327,129
47,406,392,25,200,164
200,135,327,96,257,351
44,136,429,391,135,212
200,97,339,500,404,392
392,391,456,133,322,90
200,324,392,186,387,391
402,316,380,474,476,295
11,389,200,300,316,404
200,402,135,316,392,297
404,150,200,465,456,60
200,338,70,316,307,247
200,324,364,212,500,328
200,316,161,500,404,150
200,47,36,257,59,7
200,441,177,392,50,11
263,389,150,200,129,500
200,441,177,392,50,11
